id,nome,cpf,email,cidade,telefones,endereco,Grupos
892,Priscila Pires Lima,774.269.163-85,priscila.pires@hjmail.com.br,2205805,(22) 9768 - 3128; (97) 10344 - 2956; (93) 2695 - 2096,"Avenida Santos Dumont, 752",3;1;4
893,Priscila Lucas Queiroz,729.297.797-67,priscila-lucas@carlmail.com,2102036,(41) 1736 - 5867; (36) 4949 - 6051; (92) 2658 - 7604,"Travessa Marques, 669 - Apto 316",3;1;2
894,Gladison Walter Santos,562.681.745-93,gladison.walter@hjmail.com.br,2201002,(45) 4152 - 3446; (54) 19247 - 1670; (45) 1316 - 8581,"Alameda Zimbro, 1865",4;2;1
895,Rafael Lima Oliveira,266.816.746-79,rafael.lima@carlmail.com,2512754,(74) 4495 - 8652; (12) 10372 - 9072; (64) 1849 - 2011,"Rua Colonial, 1570 - Apartamento 482",3;2;1
896,Marcos Santista Trindade,337.345.464-37,marcos.santista@septem.co.uk,2707503,(83) 7768 - 1491; (88) 28957 - 4625; (51) 7423 - 8181,"Avenida Setembrina, 1127 - sala 9",3;1;2
897,Lauro Santista Crozara,698.947.133-68,laurosantista@hjmail.com.br,1100346,(21) 3973 - 7867; (36) 25857 - 1234; (99) 9295 - 8241,"Rua Cristo, 1256",4;2
898,Rosa de Sá De Melo,396.176.277-79,rosa.de@septem.co.uk,2105005,(23) 9975 - 3488; (55) 3961 - 3027; (89) 9298 - 3711,"Alameda Catapora, 548 - Apartamento 601",2;4;1
899,Gladison Abreu de Sá,543.471.974-14,gladison.abreu@hjmail.com.br,2911857,(57) 8353 - 9448; (67) 13142 - 8009; (51) 7383 - 7106,"Travessa Colonial, 1418",3;1
900,Carlos Lima Edgar,127.431.272-96,carlos_lima@carlmail.com,2702108,(59) 8551 - 4358; (49) 28328 - 4092; (76) 1824 - 2464,"Avenida Zimbro, 503",4;1;3
901,Luzia Sousa Oliveira,377.985.344-62,luziasousa@carlmail.com,2208700,(47) 7818 - 3711; (39) 9475 - 1422; (11) 5531 - 9127,"Alameda da Cenoura, 1728",3;1;2
902,Camila Pires Racazella,139.612.955-64,camila.pires@septem.co.uk,2603454,(28) 6473 - 6512; (67) 20162 - 8821; (86) 7161 - 1537,"Travessa Setembrino, 21",4;2
903,Igor Trindade Edgar,991.766.612-92,igor.trindade@hjmail.com.br,2705804,(14) 3329 - 1942; (22) 12284 - 6402; (55) 1971 - 7656,"Avenida da Lenora, 1089",2;1
904,Pamela Lima Silva,478.664.216-24,pamela.lima@carlmail.com,2506608,(34) 8471 - 7557; (37) 22872 - 2736; (27) 8782 - 9756,"Avenida Zimbro, 533",2;3;1
905,Lauro Sousa Melo,219.732.534-18,lauro.sousa@septem.co.uk,2104305,(21) 5465 - 5916; (51) 16737 - 1620; (63) 7342 - 9437,"Travessa Vinícius CEO, 761",3;2;1
906,Otávio Edgar Silva,961.196.327-84,otávio_edgar@carlmail.com,2605707,(94) 6849 - 5122; (28) 26257 - 2408; (84) 8928 - 8701,"Travessa Saracura, 1948 - Apto 811",4;3;1
907,Natasha Melo Oliveira,191.699.152-69,natasha-melo@septem.co.uk,2414209,(13) 8298 - 8987; (46) 11872 - 6539; (14) 3236 - 8512,"Alameda do Whisky, 2035 - sala 17",1;4
908,Guilherme Andrade Walter,927.596.763-89,guilhermeandrade@carlmail.com,2204907,(73) 7973 - 5718; (11) 15494 - 5145; (26) 9719 - 4351,"Avenida da Cenoura, 136",3;4;1
909,Laura Crozara Ramos,362.385.341-39,laura_crozara@septem.co.uk,2209401,(71) 6242 - 5345; (23) 5513 - 7858; (57) 4293 - 6551,"Alameda do Whisky, 948 - sala 8",4;2;1
910,Caio Melo Trindade,529.985.346-59,caiomelo@carlmail.com,2201408,(22) 9548 - 5138; (38) 15727 - 9323; (23) 6642 - 3384,"Alameda Evangelista, 1409 - Apto 907",2;3;4
911,Otávio Santos Pires,586.976.768-26,otávio.santos@septem.co.uk,2209955,(92) 6572 - 3425; (16) 27969 - 1375; (97) 7947 - 5364,"Rua Costa Teles, 349 - Apto 698",2;3
912,Leandro Walter Racazella,291.638.738-32,leandrowalter@hjmail.com.br,2403251,(53) 3641 - 7697; (43) 18245 - 2110; (77) 9961 - 7214,"Travessa Lenora, 918 - sala 22",1;2;3;4
913,Carlos Melo Pires,326.591.969-18,carlos_melo@carlmail.com,2403202,(99) 2752 - 2377; (49) 3538 - 9818; (13) 1552 - 5230,"Avenida Zimbro, 1374",2;3;4
914,Guilherme Queiroz Andrade,947.594.199-96,guilhermequeiroz@hjmail.com.br,2206951,(26) 6392 - 8778; (25) 8979 - 7658; (18) 7766 - 1906,"Rua Estados Desunidos, 1056 - Apto 279",3;4
915,Lauro Sousa Silva,268.225.586-37,laurosousa@hjmail.com.br,2903904,(68) 5131 - 7159; (22) 14744 - 2591; (78) 1817 - 4563,"Rua Setembrino, 1715",4;2;3
916,Lisa Silva Melo,664.793.996-24,lisa_silva@septem.co.uk,1100379,(27) 9631 - 1399; (93) 20757 - 8328; (87) 8138 - 5561,"Travessa Peas, 319 - sala 18",1;2
917,Rafael Silveira Oliveira,129.744.929-72,rafaelsilveira@hjmail.com.br,2101939,(99) 9742 - 2815; (93) 21173 - 5322,"Avenida do Gin Tônica, 1778 - Apartamento 533",1;4
918,Sousa Melo Silveira,417.377.963-12,sousamelo@septem.co.uk,2901007,(84) 3828 - 5691; (68) 25214 - 7787,"Alameda serenata, 771 - Apto 574",2;4;1;3
919,Caio Duarte Sousa,887.744.933-44,caio_duarte@carlmail.com,2501005,(67) 2122 - 5651; (44) 1674 - 8959,"Rua Cristina Aveiro, 405",1;3;4;2
920,William Edgar Edgar,287.964.747-96,william_edgar@carlmail.com,2304103,(12) 2223 - 8755; (33) 21135 - 1589,"Alameda do Gin Tônica, 146",1;3
921,Carlos Silva Oliveira,121.656.598-68,carlos_silva@hjmail.com.br,2909703,(38) 1794 - 5913; (82) 19737 - 3741,"Avenida Cristina Aveiro, 1355",1;4;2
922,Adriana Melo Silveira,532.566.339-72,adrianamelo@hjmail.com.br,2901403,(16) 7692 - 1418; (78) 29467 - 1207,"Alameda do Whisky, 584 - sala 24",3;1
923,Carlos Santos Sousa,325.286.647-49,carlos_santos@carlmail.com,2211506,(68) 1738 - 9752; (91) 21196 - 5340,"Travessa Maria Angélica, 1613",1;4
924,Tony Andrade Walter,313.185.585-96,tonyandrade@carlmail.com,2205581,(43) 2821 - 4543; (65) 21297 - 1424,"Travessa Carolina, 408",1;2
925,Lauro De Melo Santista,888.354.989-37,lauro_de@hjmail.com.br,1101476,(26) 5134 - 7645; (43) 16692 - 7322,"Rua Carolina, 1558",1;3;2
926,Dina Oliveira De Melo,836.459.295-13,dina_oliveira@hjmail.com.br,1506708,(19) 5226 - 6947; (64) 21258 - 3091,"Alameda Peas, 676",4;2;3
927,Leandro Racazella Pires,667.663.886-72,leandro-racazella@septem.co.uk,2502508,(64) 6872 - 1478; (32) 28499 - 4347,"Avenida Marques, 1479 - Apto 79",4;1;3
928,João Racazella Trindade,992.788.436-94,joãoracazella@carlmail.com,2201804,(53) 3494 - 4255; (24) 14984 - 4187,"Alameda Lenora, 887 - Apartamento 300",2;4
929,Marcos Duarte Pires,659.717.422-62,marcos_duarte@carlmail.com,2202075,(21) 8864 - 6592; (27) 24973 - 8515,"Avenida Yayá, 874",2
930,Priscila Lucas Walter,187.927.167-51,priscila.lucas@hjmail.com.br,2901908,(17) 4428 - 9964; (61) 13297 - 6778,"Avenida Uberaba, 1917 - sala 18",2;1;4
931,Natasha De Melo Melo,434.681.231-24,natasha.de@carlmail.com,2205565,(78) 9551 - 2812; (58) 30797 - 6036,"Alameda Zimbro, 128",1;2;3
932,Guilherme Walter de Sá,524.311.999-33,guilherme-walter@carlmail.com,2111250,(27) 8765 - 5779; (56) 28846 - 6840,"Avenida Carolina, 2004 - Apartamento 961",2;3;1
933,Carla Trindade Silveira,835.442.378-83,carlatrindade@septem.co.uk,2901353,(82) 3362 - 4444; (76) 10628 - 7438,"Rua da Lenora, 520 - Apto 895",4;2;1
934,William Trindade Ramos,975.872.998-65,william_trindade@carlmail.com,2709301,(52) 2469 - 8842; (82) 16245 - 8394,"Travessa Yayá, 1614 - Apartamento 666",2;4;3
935,Carlos Queiroz Edgar,114.576.878-61,carlos.queiroz@hjmail.com.br,2612471,(53) 1353 - 9542; (49) 14597 - 8047,"Rua Costa Teles, 326 - sala 7",3;2
936,Caio Racazella Walter,971.774.934-73,caio_racazella@carlmail.com,1300508,(98) 9834 - 1113; (15) 12119 - 2781,"Avenida Uberaba, 1794 - sala 15",2;4;3
937,Giulia Silva Silveira,852.255.694-19,giulia_silva@septem.co.uk,2913903,(51) 5127 - 6217; (74) 13542 - 3194,"Travessa do Gin Tônica, 953 - sala 23",1;2;3
938,Carlos De Melo De Melo,745.174.939-47,carlos_de@carlmail.com,2608107,(53) 9248 - 9542; (57) 11881 - 7032,"Rua do Whisky, 1910 - sala 19",4;3
939,Teresa Ramos Andrade,572.226.527-75,teresa-ramos@carlmail.com,2610301,(21) 8944 - 6575; (41) 26655 - 9498,"Alameda Costa Teles, 1470 - Apto 214",3;1;4;2
940,Maria Abreu Lima,343.252.534-58,maria.abreu@hjmail.com.br,1711951,(39) 6917 - 9679; (95) 21791 - 3884,"Rua Santos Dumont, 1436 - Apartamento 636",3;4;2;1
941,Natasha Racazella Pires,349.384.124-58,natasha.racazella@hjmail.com.br,2404705,(31) 7681 - 2994; (43) 4538 - 2281,"Alameda da Cenoura, 1024",1;4
942,Pamela Santista Queiroz,248.711.716-14,pamela-santista@carlmail.com,2514404,(95) 3667 - 8223; (19) 11841 - 1222,"Avenida do Coelho da Páscoa, 662 - sala 23",2;3
943,Guilherme Santos Santista,867.648.277-42,guilherme.santos@hjmail.com.br,2506806,(96) 6124 - 1145; (37) 11297 - 8168,"Avenida Marcos, 2040",3;4
944,Dina Abreu Ramos,497.657.567-89,dina-abreu@carlmail.com,2403707,(59) 6854 - 4754; (32) 18192 - 4970,"Rua Saracura, 319 - Apartamento 502",3;4
945,Carla Lucas Silveira,461.741.557-57,carlalucas@septem.co.uk,2103174,(83) 3555 - 7499; (29) 27969 - 7755,"Alameda garça, 1491",3;4;1
946,Adriana Andrade Sousa,832.828.672-42,adriana.andrade@carlmail.com,2505600,(58) 1155 - 6677; (95) 21958 - 2988,"Travessa do Whisky, 2019",4;3;2;1
947,Otávio Santos Racazella,347.273.923-66,otáviosantos@septem.co.uk,1714880,(68) 4897 - 8416; (97) 7228 - 2073,"Alameda Yayá, 1556",2;3;1
948,Rosa Crozara Walter,495.178.479-49,rosa-crozara@hjmail.com.br,2206357,(53) 6382 - 7167; (45) 27868 - 1154,"Rua Cristina Aveiro, 1931 - Apartamento 346",2;1;3
949,Otávio De Melo Sousa,952.328.972-57,otávio.de@septem.co.uk,2601607,(77) 6265 - 2862; (55) 22113 - 3215,"Travessa Brasil, 1416",4
950,João Pires Santos,852.533.193-65,joão.pires@carlmail.com,2207793,(13) 3676 - 3767; (62) 23656 - 2990,"Rua Costa Teles, 412",2;1;4
951,Otávio Oliveira Oliveira,641.166.962-22,otávio_oliveira@hjmail.com.br,2407302,(53) 7537 - 9184; (41) 7372 - 4632,"Alameda milipode, 2031",2;4;3
952,Priscila Silva Lima,862.162.533-93,priscila_silva@hjmail.com.br,2603207,(95) 3328 - 1596; (32) 30756 - 7903,"Avenida do Gin Tônica, 1346 - Apto 335",4;1;2
953,Dina Queiroz Racazella,554.634.332-12,dinaqueiroz@hjmail.com.br,2605152,(12) 5478 - 4793; (92) 23613 - 2669,"Alameda Evangelista, 136 - sala 2",1;2;4;3
954,Dina Pires Melo,537.537.871-44,dinapires@carlmail.com,1505601,(12) 8187 - 8134; (48) 26277 - 7483,"Avenida Estados Desunidos, 450",4;3;2
955,João Lucas Oliveira,566.996.543-53,joão.lucas@hjmail.com.br,2502607,(21) 9617 - 1285; (27) 22248 - 6853,"Travessa do Bode, 1755 - sala 23",2;3
956,Carla Duarte Andrade,194.479.739-73,carla-duarte@septem.co.uk,1400233,(71) 6718 - 2515; (39) 12466 - 7652,"Travessa do Coelho da Páscoa, 219",1;2
957,Guilherme De Melo Oliveira,577.863.221-52,guilherme.de@septem.co.uk,2510402,(97) 9943 - 3495; (41) 17712 - 6833,"Alameda Carolina, 369 - Apto 177",2;4;1
958,Carla Queiroz Queiroz,534.749.263-51,carla_queiroz@carlmail.com,2200400,(98) 5121 - 2759; (71) 18162 - 3047,"Rua Yayá, 1330",4;3;2;1
959,Eduardo Lima De Melo,251.514.676-95,eduardo-lima@carlmail.com,2108009,(23) 1453 - 7882; (51) 2993 - 9597,"Alameda do Gin Tônica, 1657",3;2;1
960,Guilherme Racazella Santos,741.465.297-57,guilherme_racazella@septem.co.uk,1702901,(45) 8649 - 5784; (48) 21132 - 4625,"Avenida Easy, 726",4;2
961,William Silva Silveira,955.683.868-52,williamsilva@hjmail.com.br,2107456,(53) 5754 - 3839; (57) 26225 - 6241,"Rua do Coelho da Páscoa, 1125",4;1
962,Marcos De Melo Oliveira,429.258.852-87,marcos-de@hjmail.com.br,2309409,(65) 6161 - 4425; (41) 23146 - 6597,"Avenida Yayá, 531",3;4;1
963,Luzia Ramos Edgar,947.238.253-56,luzia_ramos@carlmail.com,2304251,(38) 3749 - 9422; (36) 21686 - 5183,"Alameda da Cenoura, 128",1;2
964,Carlos Racazella Silva,411.656.232-29,carlos_racazella@carlmail.com,2514107,(16) 3713 - 9266; (81) 29759 - 1246,"Rua Marcos, 91",1;4;3
965,Dina Crozara Santista,335.169.372-36,dina.crozara@hjmail.com.br,2405405,(88) 4233 - 9245; (48) 3233 - 2519,"Alameda Setembrina, 1089",3;4
966,Eduardo Duarte Crozara,286.794.435-99,eduardo-duarte@carlmail.com,2203107,(61) 8632 - 6357; (63) 13861 - 3111,"Avenida Uberaba, 1815",2;4;1
967,Marcos Pires De Melo,516.946.671-26,marcospires@hjmail.com.br,2407401,(79) 6233 - 5722; (42) 11579 - 2725,"Rua Easy, 425 - sala 8",2;1;4
968,Rafael Santos Lima,727.671.454-41,rafael_santos@hjmail.com.br,2800670,(35) 1225 - 6924; (66) 6276 - 9966,"Alameda garça, 879",3;4;2
969,Orlando Racazella Oliveira,941.124.434-86,orlando_racazella@carlmail.com,1507805,(41) 4647 - 4411; (95) 21129 - 7809,"Alameda do Gin Tônica, 1036 - Apartamento 760",2;1;3
970,Caio Crozara Trindade,995.839.743-95,caio.crozara@carlmail.com,2509602,(44) 8254 - 8651; (99) 20117 - 8977,"Rua do Carneiro, 2020",2;3;1
971,Leandro Andrade Trindade,732.162.751-82,leandro_andrade@hjmail.com.br,2515005,(56) 4467 - 5137; (32) 19525 - 7163,"Avenida Evangelista, 1164",4;2;3;1
972,Orlando Silveira Pires,633.486.589-51,orlando_silveira@septem.co.uk,1300144,(47) 4563 - 1395; (76) 5499 - 3945,"Alameda garça, 1050",4;3;2
973,Teresa Lucas Sousa,779.746.942-13,teresa_lucas@carlmail.com,2510600,(47) 5663 - 1933; (79) 20192 - 9042,"Alameda Lenora, 331",3;4
974,Camila Queiroz Walter,284.572.681-12,camila.queiroz@septem.co.uk,2905107,(49) 1998 - 1268; (93) 29937 - 7632,"Rua garça, 1765",1;3;4
975,Otávio Lima Abreu,753.824.381-36,otávio.lima@carlmail.com,2407401,(79) 9719 - 1827; (86) 17916 - 6377,"Avenida Uberaba, 1221",3;1;2
976,Mylen Lucas Lima,519.529.287-25,mylenlucas@septem.co.uk,1506302,(73) 4172 - 6656; (68) 18136 - 6785,"Rua Easy, 953 - Apto 57",1;3;4
977,Guilherme Oliveira Duarte,587.971.949-98,guilherme-oliveira@septem.co.uk,2105401,(78) 4951 - 9455; (11) 3917 - 7946,"Avenida Vinícius CEO, 980",2;3
978,Rosa Abreu Ramos,426.456.216-14,rosa-abreu@carlmail.com,1100908,(44) 2223 - 3116; (66) 19378 - 1953,"Alameda Evangelista, 1917 - Apto 903",3;1;4
979,Maria De Melo Edgar,779.368.718-55,maria_de@hjmail.com.br,2515203,(67) 9393 - 1181; (14) 9275 - 3468,"Rua do Coelho da Páscoa, 1372 - sala 14",4;3;1
980,Rosi Duarte Pires,848.488.365-56,rosi_duarte@hjmail.com.br,2911659,(78) 7432 - 8544; (26) 16974 - 9218,"Rua Cristo, 1383",2;1;4
981,Natasha Andrade Oliveira,333.366.976-58,natasha.andrade@hjmail.com.br,2511608,(13) 1198 - 1844; (54) 5712 - 9806,"Alameda Marcos, 1205",3;2;1
982,Pamela Oliveira De Melo,687.277.477-25,pamela.oliveira@hjmail.com.br,2902054,(18) 9862 - 7552; (56) 12619 - 9757,"Avenida do Gin Tônica, 1708",1;4;3
983,Priscila Lucas De Melo,895.585.835-35,priscila_lucas@carlmail.com,2911105,(94) 1512 - 2175; (24) 18872 - 7788,"Alameda Cristina Aveiro, 769 - Apartamento 277",4;2
984,Carlos Lucas Santista,576.395.155-35,carloslucas@septem.co.uk,2503506,(14) 7517 - 2869; (15) 19228 - 5282,"Rua Zimbro, 939",1;3;4
985,Rafaela Walter Queiroz,894.648.622-22,rafaelawalter@septem.co.uk,2308807,(32) 5578 - 4338; (72) 19976 - 7721,"Rua Marques, 2",3;4
986,João Racazella Silveira,742.933.128-29,joão-racazella@hjmail.com.br,2513901,(45) 8778 - 6795; (56) 9375 - 2416,"Avenida Costa Teles, 1402 - Apartamento 949",1;3;2
987,João Pires Lucas,461.842.526-46,joão-pires@hjmail.com.br,2612208,(63) 7819 - 8192; (19) 11298 - 2801,"Avenida Colonial, 566 - Apto 786",2;1;4;3
988,Igor Trindade Edgar,925.567.342-96,igor-trindade@carlmail.com,2708709,(55) 4142 - 9586; (26) 14774 - 2009,"Travessa do Coelho da Páscoa, 1267 - Apartamento 593",2;4
989,Camila Silveira Trindade,554.759.936-27,camila_silveira@hjmail.com.br,2110302,(79) 1666 - 5764; (31) 21314 - 7736,"Rua Vinícius CEO, 1650 - Apartamento 508",4;3;1
990,Rafael Lima Silveira,589.566.551-59,rafael-lima@hjmail.com.br,2800308,(61) 3114 - 6758; (97) 18654 - 1164,"Avenida milipode, 45",4;3;1
991,Rosi Ramos Crozara,955.887.352-36,rosi_ramos@carlmail.com,2600054,(74) 3338 - 3957; (54) 29867 - 9414,"Travessa Lenora, 251",1;4;2
992,Laura Crozara Walter,188.544.586-67,laura_crozara@hjmail.com.br,1400506,(27) 9586 - 4854; (16) 3222 - 7669,"Alameda Setembrino, 749 - sala 24",4;3
993,Rafaela Lima Crozara,811.225.695-69,rafaelalima@carlmail.com,2311264,(16) 9287 - 2464; (64) 26262 - 2128,"Travessa Yayá, 992",4;1;2;3
994,Carla Edgar Edgar,696.232.339-95,carla.edgar@septem.co.uk,2207405,(93) 9397 - 7533; (16) 5454 - 7467,"Rua confins, 871 - Apartamento 329",2;4;1
995,Gladison Oliveira Oliveira,452.179.319-79,gladisonoliveira@carlmail.com,1101203,(21) 8499 - 8513; (39) 23715 - 5852,"Alameda Setembrino, 141 - Apto 794",2;3;4
996,Rosi Trindade Andrade,272.713.334-53,rosi.trindade@carlmail.com,1712157,(76) 4212 - 2586; (72) 9337 - 6098,"Rua do Coelho da Páscoa, 626 - sala 25",3;2
997,Rosa Santos De Melo,744.929.359-45,rosa-santos@carlmail.com,2209104,(74) 2163 - 2141; (45) 17843 - 1929,"Avenida Maria Angélica, 781",2;3
998,Rafael Lima Melo,688.413.371-65,rafaellima@hjmail.com.br,2106003,(32) 2534 - 7854; (41) 18282 - 4019,"Travessa Zimbro, 407 - Apartamento 678",3;1;2
999,Marcos Melo Pires,834.758.336-21,marcos.melo@hjmail.com.br,2105153,(42) 7931 - 3214; (53) 28519 - 8837; (96) 9371 - 9626,"Alameda Carolina, 1648",3;2;4
1000,Mylen Silveira Crozara,934.616.962-55,mylen_silveira@carlmail.com,1712454,(22) 2856 - 2835; (71) 16933 - 6808; (43) 8812 - 8338,"Travessa Lenora, 586 - Apto 445",3;4;1
